sample_path|masked_WER|masked_num_wrong_words|total_masked_num_words|true_trans|masked_trans|masked_plcmos|masked_OVRL_raw|masked_SIG_raw|masked_BAK_raw|masked_OVRL|masked_SIG|masked_BAK|masked_P808_MOS|target_OVRL_raw_bigvgan|target_OVRL_raw_hifi_gan|target_SIG_raw_bigvgan|target_SIG_raw_hifi_gan|target_BAK_raw_bigvgan|target_BAK_raw_hifi_gan|target_OVRL_bigvgan|target_OVRL_hifi_gan|target_SIG_bigvgan|target_SIG_hifi_gan|target_BAK_bigvgan|target_BAK_hifi_gan|target_P808_MOS_bigvgan|target_P808_MOS_hifi_gan|OVRL_raw_bigvgan|OVRL_raw_hifi_gan|SIG_raw_bigvgan|SIG_raw_hifi_gan|BAK_raw_bigvgan|BAK_raw_hifi_gan|OVRL_bigvgan|OVRL_hifi_gan|SIG_bigvgan|SIG_hifi_gan|BAK_bigvgan|BAK_hifi_gan|P808_MOS_bigvgan|P808_MOS_hifi_gan|plcmos_target_init_bigvgan|plcmos_target_init_hifi_gan|LSD_init_bigvgan|LSD_init_hifi_gan|STOI_init_bigvgan|STOI_init_hifi_gan|PESQ_init_bigvgan|PESQ_init_hifi_gan|WER_bigvgan|WER_hifi_gan|trans_bigvgan|trans_hifi_gan|num_wrong_words_bigvgan|num_wrong_words_hifi_gan|total_num_words_bigvgan|total_num_words_hifi_gan|plcmos_pred_bigvgan|plcmos_pred_hifi_gan|LSD_bigvgan|LSD_hifi_gan|STOI_bigvgan|STOI_hifi_gan|PESQ_bigvgan|PESQ_hifi_gan
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_1861|11.1111|4|36|this was the 1st occasion within a generation when such an entertainment had been given at elmhurst and the only one within the memory of man where the neighbors and country people had been invited guests|this was the 1st occasion within a generation when such an entertainment had been given at elmhurst and only when within the memory of the man where the neighbors and country people had been the invited guests|3.0197|3.2067|3.6603|3.504|2.9269|3.3479|3.6251|3.8073|3.3123|3.3744|3.7742|3.8339|3.5504|3.6179|2.9961|3.0393|3.4146|3.451|3.6547|3.7021|3.9867|4.1413|3.1896|3.2044|3.6812|3.7092|3.4081|3.4876|2.9135|2.9228|3.3602|3.3758|3.5534|3.61|3.9588|4.1571|3.597|3.56|4.42|4.403|0.828|0.869|1.894|1.767|11.111|11.111|this was the 1st occasion within a generation when such an entertainment had been given at elmhurst and the only one within the memory of a man where the niebuhrs and kudji people had been the invited guests|this was the 1st occasion within a generation when such an entertainment had been given at elmhurst and the only one within the memory of a man where the niebuhrs and kugche people had been the invited guests|4|4|36|36|3.6|3.574|0.921|0.982|0.94|0.943|2.674|2.662
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_1962|0.0|0|24|the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail|the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail|2.9779|3.805|4.0159|4.3383|3.3107|3.5538|4.1068|3.7908|4.1525|4.1015|4.3587|4.2922|4.518|4.5138|3.5113|3.4828|3.7312|3.6983|4.1864|4.1847|4.0229|4.1674|4.1411|4.0661|4.3575|4.2674|4.4928|4.5005|3.5049|3.463|3.7306|3.6859|4.1758|4.1791|4.0481|4.0854|4.094|4.381|3.993|4.007|0.742|0.763|1.74|1.479|0.0|0.0|the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail|the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail|0|0|24|24|3.955|4.291|0.978|1.048|0.923|0.924|2.771|2.785
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_80|0.0|0|18|he reckoned therefore not only upon ascertaining the extent of the late catastrophe but upon learning its cause|he reckoned therefore not only upon ascertaining the extent of the late catastrophe but upon learning its cause|3.0611|3.5493|3.9738|3.9047|3.1526|3.5305|3.8789|3.4101|3.688|3.5497|4.2368|4.1231|3.7089|3.5356|3.2391|3.1529|3.6703|3.6112|3.7581|3.6472|3.8862|3.9893|3.6638|3.4298|4.2243|4.1007|3.6925|3.3525|3.2244|3.0756|3.6639|3.5994|3.7492|3.5178|3.8114|3.9083|2.962|3.444|3.902|3.928|0.802|0.855|1.987|1.828|0.0|0.0|he reckoned therefore not only upon ascertaining the extent of the late catastrophe but upon learning its cause|he reckoned therefore not only upon ascertaining the extent of the late catastrophe but upon learning its cause|0|0|18|18|3.135|3.457|0.826|0.913|0.934|0.942|3.015|2.998
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_1816|0.0|0|30|a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe|a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe|3.083|3.7141|3.8559|4.3897|3.2556|3.4641|4.1304|3.7334|3.8302|4.0841|4.1544|4.2502|4.1371|4.5109|3.3258|3.4731|3.6278|3.6771|4.0075|4.1834|3.9348|4.0987|3.866|4.0921|4.1257|4.2457|4.2605|4.5051|3.3471|3.4776|3.6126|3.6749|4.0697|4.181|4.0334|4.1695|4.148|4.204|3.93|3.936|0.762|0.785|1.734|1.522|0.0|0.0|a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe|a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe|0|0|30|30|4.068|4.142|0.967|1.051|0.93|0.929|2.65|2.643
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_1529|0.0|0|25|he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes|he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes|3.735|2.9592|3.7498|2.9429|2.7536|3.4024|3.1963|3.7291|3.7544|3.5741|4.1239|3.9872|3.9425|3.7822|3.2798|3.1681|3.6115|3.5378|3.9008|3.8059|4.0976|4.1476|3.4682|3.5137|4.0707|4.011|3.3969|3.5875|3.0993|3.13|3.5829|3.551|3.5474|3.6817|4.1139|4.1745|4.633|4.461|4.147|4.181|0.813|0.831|2.033|1.813|0.0|0.0|he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes|he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes|0|0|25|25|4.57|4.418|0.897|0.915|0.949|0.947|2.897|3.122
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_304|5.1282|2|39|time rolled on the hour of her delivery arrived it took place in the utmost secrecy her mother taking upon her the office of midwife and she gave birth to a son one of the most beautiful ever seen|time rolled on the hour of her delivery arrived it took place in the most secrecy her mother taking upon her the awe of midwife and she gave birth to a son one of the most beautiful ever seen|3.5473|3.9849|4.1261|4.5479|3.4163|3.6127|4.1987|3.6053|3.9632|4.0695|4.3296|4.2998|4.1327|4.4523|3.4036|3.4647|3.7169|3.702|4.0003|4.1573|4.04|4.0471|4.0091|4.0157|4.2851|4.2541|4.2989|4.3852|3.4303|3.4336|3.6948|3.6787|4.0867|4.1266|4.0026|3.9847|4.572|4.542|4.067|4.135|0.765|0.789|1.691|1.57|2.564|5.128|time rolled on the hour of her delivery arrived it took place in the utmost secrecy her from mother taking upon her the office of midwife and she gave birth to a son one of the most beautiful ever seen|time rolled on the hour of her delivery arrived it took place in the utmost secrecy her from mother taking upon her the office of midwife as she gave birth to a son one of the most beautiful ever seen|1|2|39|39|4.473|4.487|1.251|1.263|0.923|0.926|2.614|2.687
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_1809|0.0|0|27|this distinction is vital to the understanding of memory but it is not so easy to carry out in practice as it is to draw in theory|this distinction is vital to the understanding of memory but it is not so easy to carry out in practice as it is to draw in theory|3.0038|3.6412|3.7984|4.343|3.2105|3.4309|4.109|3.6844|4.0311|3.9508|4.2517|4.1422|4.4094|4.4479|3.443|3.3969|3.6779|3.6214|4.1394|4.1564|4.1389|4.1049|3.8284|3.841|4.1631|4.0615|4.1001|4.3694|3.3248|3.3323|3.6323|3.5785|3.9882|4.1212|3.7557|3.861|4.254|4.405|3.64|3.667|0.777|0.82|1.834|1.683|0.0|0.0|this distinction is vital to the understanding of memory but it is not so easy to carry out in practice as it is to draw in theory|this distinction is vital to the understanding of memory but it is not so easy to carry out in practice as it is to draw in theory|0|0|27|27|4.191|4.269|0.947|1.052|0.926|0.924|2.798|2.677
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_582|5.8824|1|17|the atmosphere is charged with vapors pervaded with the electricity generated by the evaporation of saline waters|the atmosphere is charged with vapors pervaded by the electricity generated by the evaporation of saline waters|3.3364|3.3858|3.5949|4.1628|3.0468|3.3085|4.0207|3.667|3.8878|3.5517|4.1506|3.8545|4.4003|4.105|3.3596|3.154|3.6255|3.4632|4.1346|3.9902|3.9919|4.1339|3.7871|3.4744|4.0497|3.7775|4.3639|4.0634|3.2996|3.1046|3.5718|3.4186|4.1182|3.9678|4.0382|4.1842|4.143|4.19|4.176|4.232|0.805|0.837|1.713|1.555|0.0|0.0|the atmosphere is charged with vapors pervaded with the electricity generated by the evaporation of saline waters|the atmosphere is charged with vapors pervaded with the electricity generated by the evaporation of saline waters|0|0|17|17|4.243|4.198|0.863|0.937|0.952|0.948|2.836|2.857
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_1667|2.8571|1|35|1000s of handkerchiefs were waving above these tightly packed masses hailing the abraham lincoln until it reached the waters of the hudson river at the tip of the long peninsula that forms new york city|1000s of handkerchiefs were waving above the tightly packed masses hailing the abraham lincoln until it reached the waters of the hudson river at the tip of the long peninsula that forms new york city|3.2254|3.1793|3.5074|3.6326|2.9075|3.2528|3.71|3.6776|3.7049|3.605|4.1208|4.0172|3.8568|3.7955|3.2498|3.1852|3.61|3.554|3.8503|3.8051|3.9196|3.9577|3.13|3.3649|4.0658|4.0127|2.9351|3.441|2.8701|3.0303|3.5804|3.5517|3.1707|3.5688|3.8278|3.8543|3.601|3.688|4.448|4.52|0.859|0.88|2.038|1.794|0.0|0.0|1000s of handkerchiefs were waving above these tightly packed masses hailing the abraham lincoln until it reached the waters of the hudson river at the tip of the long peninsula that forms new york city|1000s of handkerchiefs were waving above these tightly packed masses hailing the abraham lincoln until it reached the waters of the hudson river at the tip of the long peninsula that forms new york city|0|0|35|35|3.648|3.544|0.893|0.946|0.957|0.955|3.187|3.123
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_1845|3.125|1|32|to celebrate the arrival of her son silvia gave a splendid supper to which she had invited all her relatives and it was a good opportunity for me to make their acquaintance|to celebrate the arrival of her son sylvia gave a splendid supper to which she had invited all her relatives and it was a good opportunity for me to make their acquaintance|2.7941|3.2691|3.6501|3.5356|2.9691|3.3421|3.6456|3.4455|3.7297|3.9675|4.2229|4.2878|3.7981|4.2542|3.2641|3.4064|3.6632|3.6961|3.8089|4.0662|3.884|3.8959|3.4137|3.5335|4.0811|4.1071|3.2979|3.5206|3.0654|3.1423|3.5889|3.6028|3.4787|3.6355|3.8805|3.9132|3.705|3.999|4.282|4.319|0.785|0.802|1.961|1.754|3.125|3.125|to celebrate the arrival of her son sylvia gave a splendid supper to which she had invited all her relatives and it was a good opportunity for me to make their acquaintance|to celebrate the arrival of her son sylvia gave a splendid supper to which she had invited all her relatives and it was a good opportunity for me to make their acquaintance|1|1|32|32|3.678|4.03|0.864|0.893|0.94|0.939|2.934|2.876
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_610|4.5455|1|22|i can distinguish the eye of the ichthyosaurus glowing like a red hot coal and as large as a man is head|i can distinguish the eye of the ichthyosaurus glowing like a red hot co and as large as a man is head|3.8854|3.4652|3.729|4.0302|3.0986|3.3897|3.9503|3.8264|3.1239|3.3578|3.6543|3.7817|3.4171|3.7438|2.8697|3.0278|3.345|3.4203|3.5629|3.7819|4.1065|4.2822|2.9599|3.1621|3.5882|3.6754|3.1365|3.4193|2.7542|2.8959|3.3045|3.3576|3.353|3.564|4.1062|4.2395|3.93|4.153|3.895|3.895|0.848|0.892|1.836|1.739|4.545|4.545|i can distinguish the eyes of the ichthyosaurus glowing like a red hot coal and as large as a man is head|i can distinguish the eyes of the ichthyosaurus glowing like a red hot coal and as large as a man is head|1|1|22|22|4.033|4.193|0.899|0.938|0.956|0.959|3.066|3.044
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_504|0.0|0|19|but they have nothing to do with the interpretation of plato and in spirit they are opposed to him|but they have nothing to do with the interpretation of plato and in spirit they are opposed to him|2.1083|3.0307|3.7811|2.992|2.805|3.4207|3.2384|3.4602|3.2212|3.0585|4.0564|3.8683|3.0573|2.946|2.9369|2.8245|3.5756|3.471|3.2913|3.2004|3.8703|3.8283|3.2079|3.111|4.0902|3.8865|3.0213|3.0409|2.9278|2.8606|3.5936|3.4815|3.2623|3.2755|3.8046|3.8996|2.842|2.763|4.159|4.191|0.713|0.737|2.193|1.879|0.0|0.0|but they have nothing to do with the interpretation of plato and in spirit they are opposed to him|but they have nothing to do with the interpretation of plato and in spirit they are opposed to him|0|0|19|19|2.99|2.905|0.818|0.9|0.925|0.926|2.816|2.939
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_2265|5.5556|1|18|i am now tall and my branches spread like the others that were carried off last year 0|i am now tall and my branches spread like the others that were carried off last year 0 .|2.8623|3.1122|3.567|3.3203|2.8619|3.2899|3.4936|3.5768|3.1273|3.1701|3.8848|3.9522|3.0327|2.9776|2.8723|2.9019|3.4806|3.5186|3.2713|3.2264|3.678|3.8299|3.1348|3.0386|3.9137|3.8836|3.0072|2.8539|2.8775|2.8096|3.4969|3.4798|3.2512|3.1199|3.7169|3.9609|3.635|3.298|4.187|4.188|0.805|0.831|1.949|1.633|0.0|0.0|i am now tall and my branches spread like the others that were carried off last year 0|i am now tall and my branches spread like the others that were carried off last year 0|0|0|18|18|3.564|3.317|0.773|0.863|0.946|0.943|3.284|3.16
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_909|3.5714|1|28|he had no occasion to delay for at the next instant a burst of cries filled the outer air and ran along the whole extent of the village|he had no occasion to play for at the next instant a burst of cries filled the outer air and ran along the whole extent of the village|3.3546|3.7358|3.9977|4.1543|3.2688|3.5437|4.0162|4.0163|3.931|3.8524|4.2481|4.2411|4.1754|3.9737|3.3852|3.339|3.6759|3.6725|4.0271|3.9187|4.0985|4.0136|3.7617|3.7574|4.1027|4.1344|4.0124|3.972|3.2845|3.2817|3.6005|3.6172|3.9405|3.9173|4.0739|4.0214|4.215|4.344|3.466|3.399|0.859|0.881|1.885|1.743|0.0|0.0|he had no occasion to delay for at the next instant a burst of cries filled the outer air and ran along the whole extent of the village|he had no occasion to delay for at the next instant a burst of cries filled the outer air and ran along the whole extent of the village|0|0|28|28|4.227|4.281|1.073|1.164|0.954|0.954|2.73|2.635
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_244|0.0|0|37|at the edge of this box there lies a great wooden doll which so far as mutilation is concerned bears a strong resemblance to the finest greek sculpture and especially in the total loss of its nose|at the edge of this box there lies a great wooden doll which so far as mutilation is concerned bears a strong resemblance to the finest greek sculpture and especially in the total loss of its nose|3.1332|3.1733|3.5229|3.6748|2.904|3.2635|3.7383|3.5266|3.997|3.959|4.2627|4.2186|4.4188|4.3992|3.4235|3.4014|3.6834|3.6607|4.1432|4.1347|3.7893|3.7739|4.0017|3.8622|4.2557|4.1552|4.4566|4.2942|3.4259|3.3446|3.6796|3.628|4.1593|4.0857|3.8135|3.8779|4.217|4.027|4.355|4.351|0.755|0.793|1.75|1.42|0.0|0.0|at the edge of this box there lies a great wooden doll which so far as mutilation is concerned bears a strong resemblance to the finest greek sculpture and especially in the total loss of its nose|at the edge of this box there lies a great wooden doll which so far as mutilation is concerned bears a strong resemblance to the finest greek sculpture and especially in the total loss of its nose|0|0|37|37|4.358|4.136|1.138|1.183|0.943|0.94|2.64|2.629
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_378|0.0|0|23|she spoke with a sudden energy which partook of fear and passion and flushed her thin cheek and made her languid eyes flash|she spoke with a sudden energy which partook of fear and passion and flushed her thin cheek and made her languid eyes flash|2.7223|3.1498|3.4605|3.4234|2.8882|3.2244|3.5696|3.22|3.2611|3.1725|3.8589|3.8197|3.1672|3.0582|2.9641|2.9038|3.4659|3.4433|3.3797|3.2936|3.5376|3.6002|3.2004|3.5629|3.8792|4.0035|3.0534|3.6522|2.9229|3.1614|3.4775|3.5469|3.2898|3.7246|3.6136|3.6692|3.522|3.402|4.23|4.235|0.806|0.835|1.869|1.739|0.0|0.0|she spoke with a sudden energy which partook of fear and passion and flushed her thin cheek and made her languid eyes flash|she spoke with a sudden energy which partook of fear and passion and flushed her thin cheek and made her languid eyes flash|0|0|23|23|3.593|3.388|0.894|0.963|0.933|0.933|2.786|2.853
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_19|0.0|0|42|but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey|but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey|3.3173|3.7718|3.9463|4.3553|3.2904|3.5151|4.1141|4.0588|3.825|3.8662|4.1347|4.1498|4.1163|4.2082|3.3227|3.3471|3.6173|3.6252|3.9966|4.0437|4.0765|4.122|3.7714|3.9838|4.1424|4.2411|3.9947|4.2907|3.2901|3.4159|3.6212|3.6724|3.9304|4.0841|4.1568|4.1267|4.039|4.181|4.433|4.44|0.812|0.839|1.625|1.437|0.0|0.0|but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey|but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey|0|0|42|42|3.924|4.019|1.022|1.076|0.958|0.954|2.547|2.569
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_404|11.1111|4|36|i do not know and can not say how you fine gentlemen define wickedness only as an obscure female i speak according to my lights and he is generally thought the wickedest man in this county|i do not know and can not say how you find gender and define wickedness only as an obscure female i speak according to my rights and he is generally thought the wickedest man in this county|3.0719|2.8629|3.4817|2.911|2.6842|3.2373|3.1687|3.2206|2.8217|3.2317|3.778|3.9358|2.6656|3.2105|2.653|2.9405|3.4187|3.5093|2.9509|3.3941|3.6272|3.5631|2.4806|2.8905|3.6049|3.639|2.2669|2.9577|2.3942|2.7002|3.3148|3.3352|2.5661|3.1946|3.6053|3.611|4.076|3.812|4.274|4.311|0.77|0.797|1.825|1.631|2.778|2.778|i do not know and can not say how you fine gentlemen define wickedness only as an obscure female i speak according to my rights and he is generally thought the wickedest man in this county|i do not know and can not say how you fine gentlemen define wickedness only as an obscure female i speak according to my rights and he is generally thought the wickedest man in this county|1|1|36|36|3.966|3.697|1.128|1.184|0.916|0.918|2.675|2.715
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_1697|2.5641|1|39|classifying was everything to him so he knew nothing else well versed in the theory of classification he was poorly versed in its practical application and i doubt that he could tell a sperm whale from a baleen whale|classifying was everything to him so he knew nothing else well versed in the theory of classification he was poorly versed in its practical application and i doubt he could tell a sperm whale from a baleen whale|3.2547|3.823|4.0658|4.1904|3.3214|3.5807|4.0343|3.5245|3.9495|4.1209|4.2512|4.3907|4.2497|4.3287|3.396|3.4936|3.6776|3.7466|4.0643|4.1023|3.8194|3.9208|3.9934|4.0743|4.2906|4.3423|4.2769|4.2798|3.4215|3.4675|3.6975|3.7231|4.0775|4.0783|3.8575|4.0623|3.524|3.72|4.441|4.498|0.864|0.883|2.119|1.919|0.0|0.0|classifying was everything to him so he knew nothing else well versed in the theory of classification he was poorly versed in its practical application and i doubt that he could tell a sperm whale from a baleen whale|classifying was everything to him so he knew nothing else well versed in the theory of classification he was poorly versed in its practical application and i doubt that he could tell a sperm whale from a baleen whale|0|0|39|39|3.563|3.793|0.862|0.941|0.962|0.963|3.091|3.002
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_2068|19.4444|7|36|before this travesty on the administration of law could be brought before the court of last resort and there meet with the reversal and rebuke it deserved men were imprisoned under sentences of many years duration|before this travesty of the administration of law be brought before the court of lazzort and their men with the reversal and rebuke it deserved men were imprisoned under sentence of many years duration|2.7655|3.8174|4.0067|4.356|3.318|3.5485|4.1141|3.6585|3.6965|3.7579|4.2279|4.198|3.7596|3.9261|3.2441|3.282|3.6657|3.6504|3.791|3.8906|3.9798|4.0623|3.5998|3.8009|4.1792|4.1427|3.666|4.0452|3.1841|3.3082|3.6407|3.6217|3.7302|3.9583|3.9106|3.9737|3.431|3.534|4.419|4.357|0.786|0.823|1.739|1.642|5.556|5.556|before this travesty on the administration of law could be brought before the court of last resort and there met with the reversal and rebuke it deserved men were imprisoned under sentence of many years duration|before this travesty on the administration of law could be brought before the court of last resort and there met with the reversal and rebuke it deserved men were imprisoned under sentence of many years duration|2|2|36|36|3.413|3.509|1.072|1.148|0.921|0.92|2.462|2.436
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=2_w2=1.2_asr_start=320_mask=True/sample_915|12.5|3|24|but hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion|but hawkeye who was too much occupied with his own thoughts to no longer move continued speaking more to himself than to his companion|3.9537|4.0234|4.17|4.5301|3.4384|3.6356|4.1913|3.4923|4.1035|4.1368|4.3122|4.3393|4.4395|4.5008|3.4839|3.5024|3.7082|3.7215|4.1524|4.179|3.8562|3.8716|4.1073|4.1614|4.3177|4.3398|4.4217|4.5447|3.486|3.516|3.7109|3.7218|4.1444|4.1973|3.8773|3.8608|4.642|4.546|3.867|3.877|0.841|0.869|1.861|1.609|0.0|0.0|but hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion|but hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion|0|0|24|24|4.563|4.461|0.807|0.883|0.953|0.953|2.698|2.741
